,GO:0046486,GO:0000724,GO:0050853,GO:0043648,GO:2000479,GO:0006284,GO:0006915,GO:0016042,GO:0016055,GO:0007179,GO:0042278,GO:0019933,GO:0006493,GO:0034754,GO:0006487,GO:0048010,GO:0030520,GO:0060048,GO:0006289,GO:0009267,GO:0050909,GO:0007264,GO:0006633,GO:0090398,GO:0016567,GO:0006090,GO:0006650,GO:0000165,GO:0030036,GO:0006909,GO:0008203,GO:0006401,GO:0051180,GO:0006897,GO:0050852,GO:0006790,GO:0006163,GO:0030433,GO:0033209,GO:0019722,GO:0050658,GO:0050900,GO:0050810,GO:0006914,GO:0007623,GO:0034976,GO:0051321,GO:0009062,GO:0006665,GO:0006303
hsa00061,-1.1923325627325785,0.39706684728104036,-0.5221428859517091,-0.7033320288663314,0.3891149585011859,0.6262387016553725,0.5037796486462179,-1.2497763358278704,-0.2135023245497995,0.7759564684660686,-0.28834584438549843,-1.4840109872096374,-0.8114612665254867,-1.4445434873246585,-0.28012146523781145,0.40724337653301634,3.0160174261546966,-1.09121840443798,1.255731162371241,0.7990864580182322,-1.5600911869265972,0.8012932734913462,-0.9947831439061049,1.282813853627043,0.8627615137682332,0.045200698786477755,-1.1394757737094472,0.6298412592299171,0.14843025639299587,-0.7389909815335692,-1.0892397906530968,0.9211925107179516,-1.4456637516160329,-0.12357576750422272,0.033686268185829614,-0.9476942317875038,-0.3894831262024886,0.8740000969109653,1.3199033613175297,-0.4749165795936528,1.6143220008438217,-0.459354340691309,-0.429773036732362,0.9035318969380277,0.5106667321507891,1.1289597384599512,-0.34571333135728827,-0.9951394393776243,-1.4272035077095484,0.5058746765503872
hsa04977,-1.997535843271712,-1.4277298850911329,-1.3544253576335827,-1.7366112359817474,-0.9380928676502622,-1.1658751856538938,-1.5166787860669606,-2.0886672178447316,-1.5512407890563356,-1.231914403056898,-1.5370844771787084,-1.9271849924640063,-1.7206886429173087,-1.9623413299448134,-1.4130063583912735,-1.0768346385659318,-0.14175069308320506,-1.8051571312724535,-1.0248572339624782,-1.317474419257492,-1.903878953756106,-1.300574678483581,-1.8885087565944492,-0.9893925334047464,-1.4062736301708505,-1.2719339294731804,-1.9679514631897472,-1.3401928619680643,-1.5996049253056677,-1.743800270011312,-1.7726034231884962,-1.354433483900555,-1.5607268978148297,-1.7060597700657731,-1.3288684616830526,-1.9182104443342118,-1.7298026265165893,-1.2433490824053224,-0.9745170508434134,-1.6282617559287333,-1.0761338557489109,-1.7451844525913376,-1.5638044222400505,-1.361761946590479,-1.117444985052884,-1.3087906580197142,-1.2111510709501654,-1.6999265181327747,-2.019586356363533,-1.1539427680932588
hsa00071,-2.0350873636725324,-0.2219476312581251,-0.8412456582222503,-1.3346071729678235,-0.006092905799079521,-0.011278877352056986,-0.30784186944598946,-2.078786580883721,-0.7071018469670775,0.5174481750212211,-0.6613143018953128,-2.1020799509333306,-1.1269554491591167,-2.1256175062278797,-0.6098093850446944,-0.027139148491476042,2.497547171023636,-1.6488327503206135,0.9216604431657969,0.20299987699929997,-2.003392655331491,0.30083511325978873,-1.6705523261483703,1.0330759476122682,-0.07187698659668892,-0.4199131111399267,-1.8823157250120526,0.3181255269914667,-0.6554503162374875,-1.29758124383369,-1.6412273069908903,-0.050395802582807604,-1.8425942894617835,-0.9551203819398577,-0.497594498583056,-1.7060901825642667,-1.2335050725113375,0.3924025012481741,0.9059431605466749,-1.0020146774471783,0.6951134264023549,-1.1233457661081454,-0.8737883147276868,0.2427031460105595,0.008989218400485319,0.371888858284872,-0.5286952241903384,-1.4183266572397266,-2.189699233960684,0.010684937629534057
hsa04141,-0.5424158484114526,4.018926931644946,0.8615535521499033,0.1131903580241084,2.8311706403681596,2.899843680020324,4.5692263001941695,-1.4858402531080208,2.9692170485766076,6.9418860606425525,1.9808242630001567,-1.8226580908414003,1.8572979730922508,-1.7667425967665338,-1.1610777060072297,2.8204343561770204,10.828808048263689,-0.7542557627048546,7.000774799154376,6.119040494821563,-1.632677212423873,6.382391097615237,-0.8773048325717425,7.2914177194942855,4.464158299038316,1.845479134496659,-0.20490833322934157,7.336097226178322,3.286060019258478,0.5313568572389208,-0.6828289994104234,2.9992394363109636,-1.6220495800236183,1.804004082012289,1.7216255159147171,0.35483951809182307,0.8508286256240318,6.298745440310594,6.8935698257570595,1.9982066126666305,4.696008962647824,1.8598397837648475,1.679710682153254,6.0860738106626195,3.0726651943933336,6.986318006886567,1.507198981676838,-0.7163819434909191,-1.5811634826499033,3.407990394348146
hsa03420,-1.0621390698115765,2.4208739244390607,0.43370318851464146,-0.1812363247908788,2.386177011162212,2.2392259203601643,1.9066275718710752,-1.392420452760346,1.4608359304331935,4.212633266464544,1.143985422722693,-1.7249508439762264,0.6448898600262983,-1.6359048870291244,1.5590998174658883,1.97199760679829,9.319068986309771,-0.901405428184532,6.07626987998503,3.3715092065123846,-1.7007308951038582,3.9501425105049726,-0.9569469909783597,5.099159848070447,2.106735504754125,1.6167449653837944,-0.8487161496080231,3.9842733066043037,1.4132795238813176,0.01738415023341683,-0.8190674219895785,2.446052372071005,-1.534018001958312,0.7351247613632121,1.2593268328380403,-0.4797014074715358,0.18007454097651526,3.9376119573412516,5.312396661718083,0.9091998569743323,3.7819680394342776,0.6575127595141034,0.892516276933919,3.3384335672223155,2.4889099706132236,3.4794515558231045,1.1400337817512096,-0.7868569511011796,-1.6367535470620789,2.6906489828704943
hsa04120,0.24012922338044654,3.1488690278189044,1.5820204554976824,0.8779351936666598,3.655685313077778,4.15910951459876,6.536363112352182,-0.8960907704329141,4.469707117384212,8.897918933699273,2.828048395035217,-1.4042787312598644,2.9559668325080537,-1.348288735628671,3.661173995925236,3.758778777800038,13.056302535781043,-0.2813870490078526,9.163270110201946,8.350920166177824,-1.5411944005977736,8.325197723965225,-0.3071374481921691,9.5799704533158,5.628675689071249,2.932203054839867,0.6285986128810561,9.797230041545676,3.001383202791635,1.4565982614303152,-0.24233019980388992,5.14724518145823,-1.4912135257765373,3.1920946189072104,1.4766199196205085,1.3873605482788671,1.917665382036839,7.9932719168849555,9.081452419433138,3.355586877564383,6.857185431232612,3.081851805788932,2.638127314290238,8.330771494770032,4.360681458285451,8.753742889185427,2.248277552227309,-0.28168288721841095,-1.2603599675659523,4.596712380557261
hsa03013,0.1272725258392243,5.421157032775717,1.3473800894041974,0.6356946981103383,3.707507495459778,3.8971183289603317,6.438145652237399,-0.9462094565792414,3.839463461492834,8.313248067628479,2.572116361443283,-1.595943805081923,2.5664362140891956,-1.4547106701408958,3.198426133909228,3.5383327959093465,13.429698275581181,-0.43034700280471955,8.658025941361158,8.535765152770173,-1.562763810101302,8.314976888191243,-0.47678920924548585,8.572042138626752,6.70770429499088,2.54753775876362,0.5007677433011242,8.93261219444017,5.034592607347615,1.145816528927841,-0.38689896066940377,3.5227100624270653,-1.6006634374914461,2.9196351843860615,2.549480835947207,1.2059538112775239,1.7222853474557203,7.694000297522117,8.566743207077941,2.8422699004087475,6.164776217542315,2.953740296842291,2.275780511985323,7.71324222882084,3.923938710964457,8.170740002636341,1.9032565030481547,-0.41169104368480297,-1.2751966870765261,4.30300628565675
hsa00230,-2.8988424153546806,-0.8958500520710609,-1.2072959593514847,-1.7733612580163927,-0.4545078144258743,-0.7423319596995901,-0.9529145804026331,-2.977310358325387,-1.27008336125228,-0.21472740346061583,-0.7017358421236787,-2.5419458539251027,-1.5182018500997772,-2.5045088251600425,-1.0647903288133809,-0.5476378799175992,1.5454793618820462,-2.0669554265567065,0.05919390433454265,-0.5196354214473924,-2.255948694193995,-0.39409401956162604,-2.2409087552481077,0.24373626515405092,-0.6711817767079693,-0.876191537563465,-2.724852362338184,-0.34948753452289094,-1.4577151699571766,-1.867950329789936,-2.0259698411464613,-0.9391914567841584,-1.9081156389821705,-1.8567151057364877,-0.9519839283204065,-2.4588890314214082,-1.7707774349645398,-0.3342331517412748,0.17506133453667044,-1.522722654684642,-0.24191420844054998,-1.797632566192274,-1.333622356748453,-0.48145836125998337,-0.573775257346573,-0.36385671266647146,-0.9278752583753481,-1.914575075776354,-2.778109518694135,-0.5800070854925143
hsa04915,-0.19587419308415266,5.003285498217054,0.7936515395561275,0.45874176072172385,2.7349063230571544,3.622175927919276,7.004995167842915,-0.9992876136708027,3.214679805994201,1.4514860557278149,1.8760117500747027,-1.9394697765869744,1.6355209450583914,-1.6153157738571278,2.5306929561064897,3.0654262913755495,3.3398246451277087,-0.577294771134138,7.239357129932643,6.861028964662534,-1.6746958018269498,6.420973425120449,-0.5419913204494741,7.57069786664909,8.15175062166352,2.2680507140832944,0.10642135344761659,7.797041534221104,4.929735733867411,0.7926344578229058,-0.5335389578295722,4.7902723609555595,-1.5877209703540147,2.346039975555754,2.153686720297717,0.8914955394182832,2.0343332585289624,6.081025042809425,6.9961063637967555,2.349498240887557,6.5089074552600845,2.4710589060284986,1.818762031154739,7.181930187910729,3.2831210873239374,8.155734433162735,1.3756671654263548,-0.4967596092895042,-1.3847046897215052,3.742465115709701
hsa04010,-0.8511692098035077,2.9659602275447523,0.2683050068930191,-0.3563096653004366,1.7289556022575807,1.841630768864045,4.0789545270996905,-1.6882678641720275,1.9116616390739147,0.3166380028854747,0.9748868597645128,-2.0243236490489265,0.9413523970797991,-1.8334907523029782,1.539307054173635,0.0,7.993568348231017,-0.969964964358451,1.5235643087655726,2.72090483273613,-1.822500636535187,2.935321540098578,-1.1584234617929305,-0.0635525222607065,5.3999794972656066,1.001967646211399,-0.5771075197358919,1.2882316312400492,3.03657649731404,-0.08761594968827745,-0.9613670670054582,2.4360179323990896,-1.6261749036800723,0.4976247546861587,0.22537292386278734,-0.01321414804487552,0.3562555478055963,4.006452507831183,0.8407702327595217,1.3015332443578187,3.853482637435268,1.234643471246947,0.833697575787596,3.8185830738259754,2.0191444644277574,4.489896715534052,0.7317215816826252,-1.0023114036101213,-1.888064091248711,2.099593100943425
