,GO:0006805,GO:0006511,GO:0016567,GO:0031648,GO:0050821,GO:0006821,GO:0060271,GO:0006890,GO:0001578,GO:0045022,GO:0003341,GO:0030509,GO:0001666,GO:0006887,GO:0042147,GO:0006479,GO:0030032,GO:0051017,GO:0006979,GO:0097191,GO:0007218,GO:0000165,GO:0009411,GO:0006367,GO:0006919,GO:0006413,GO:0016579,GO:0032922,GO:0060395,GO:0019933,GO:0046777,GO:0007005,GO:0051259,GO:0006997,GO:0007179,GO:0006364,GO:0007219,GO:0007204,GO:0015914,GO:0009615,GO:0016055,GO:0060326,GO:0034394,GO:0044319,GO:0007031,GO:0006606,GO:0006470,GO:0006693,GO:0007229,GO:0010498,GO:0045104,GO:0007029,GO:0043627,GO:0032148,GO:0000077,GO:0008380,GO:0001525,GO:0031532,GO:0043542,GO:0048010,GO:0007265,GO:0002218,GO:0033209,GO:0007249,GO:0018105,GO:0030866,GO:0070498,GO:0051258,GO:0060048,GO:0007051,GO:0007030,GO:0009617,GO:0001676,GO:0034067,GO:0006611,GO:0006816,GO:0006888,GO:0006486,GO:0042632,GO:0090398,GO:0034341,GO:0006749,GO:0042273,GO:0006695,GO:0006473,GO:0050918,GO:0007173,GO:0019722,GO:0042573,GO:0007612,GO:0045494,GO:0031589,GO:0008543,GO:0030218,GO:0046677,GO:0051216,GO:0000422,GO:0030324,GO:0031623,GO:0000723,GO:0006302,GO:0032508,GO:0007032,GO:0008210,GO:0016236,GO:0006284,GO:0006298,GO:0008286,GO:0042593,GO:0016925,GO:0070528,GO:0010212,GO:0016226,GO:0006402,GO:0051457,GO:0030216,GO:0042572,GO:0032924,GO:0060389,GO:0002244,GO:0035329,GO:0007596,GO:0043491,GO:0033627,GO:0006289,GO:0051156,GO:0007041,GO:0042476,GO:0042274,GO:0030317,GO:0019882,GO:0048013,GO:0031929,GO:0080111,GO:0031032,GO:0048255,GO:0042574,GO:0031122,GO:0002181,GO:0016180,GO:0035176
GO:0008340,0.30984104372661114,2.241785298905309,0.8405004894678095,0.8747442212650831,-0.5041346014405319,-0.048716312574751924,-0.45059927434700653,1.8124072882380629,1.275962969844078,2.2335239936366924,-1.8768670339342373,3.3782196361936556,1.923486697660084,1.7539492354728459,1.5784203391297635,-2.7177261129328407,1.3284101082938398,0.4643880441324283,-1.5814738593041104,4.834375145690685,-1.6253383804011194,2.3645966248605026,0.20789536140660836,-2.6050455010635,3.230705081626273,-2.8687952845160227,2.6824501394428166,0.2867706921981585,1.789637727035572,0.6900083683217514,7.936639091548926,-0.9579533092851452,0.08761527900921152,4.354327754534971,4.404754433962035,-8.370083700138698,1.6703239937038306,0.005164552256152961,-0.5046961077421985,-0.14315778007300184,-1.190392030431689,2.9369446445797402,2.4289444634812627,2.281736225721018,-2.6107022761688445,2.41576161743941,1.8582370793729663,0.37950464938501804,3.361494854582753,-0.14616838467197277,0.6201845195787584,-0.8461062400703853,0.3692253140186218,2.5375925772468455,-1.1040430838978779,-2.8720507732873637,1.6399691532788538,3.5916247466119806,1.7227225037129044,3.289800032871584,2.0764028066444893,-0.20428049882937907,4.452675533308704,4.329026818539359,5.6085685336857365,3.415495054987399,3.6427320346588057,2.5135567126491174,0.5624300366013116,0.9924433308180958,0.8060335908256875,2.431291398032477,-1.7701110794224717,0.8248331148666781,3.042491815602769,0.9558528774144007,0.0800787025121654,-0.8239061582840005,-0.1426238386687762,0.5483645959777356,1.4777306819149614,-0.48636671867416065,-4.705129774641773,-0.5826562566974574,-0.9316266481186323,0.5702971100631034,3.5354592404153817,0.04298359212576159,1.233848532282865,1.7149070505444934,0.22095946606275296,1.4434371756025997,1.9961000420952053,-0.3585750153501135,0.8065605202236054,1.6719048387696311,0.8507487882496936,-0.4621056292774685,3.739642448402117,-2.1029484068107123,-0.8575270473888353,-3.310363748958534,2.2732999132854537,-0.06171389921766821,2.766406647580392,-1.6599930387354318,-2.4711368575817096,3.103015517615706,1.3746453998558066,2.266460965651519,0.2721697801735287,0.1009131321193887,1.1694025533645818,-2.5762453414864783,-0.5824133926451585,1.4073584555172949,-0.05355695303757934,3.359666941345214,3.816965856556732,1.4117236597766452,2.074433454546854,1.2360007031727867,1.2160550906738088,1.0829889719518841,-1.2075093257956033,1.0627602119507418,0.7350048984546212,-0.9292157479276474,-4.3651005705664865,-1.786003260365886,2.470144406107784,-0.5173624680965497,1.5753155897356557,-1.0680434165136687,0.8042590081376095,-1.644133755110885,0.9780967996363489,2.2063324064680674,-6.884328392145601,-3.3175701537854834,1.5739699533329017
GO:0050821,-0.09615581978598846,6.737229816756793,7.870134947280014,3.0287105539809933,1.3034449345844743,-2.2174854627875087,-0.051734100502971336,-2.392010490913713,0.7975297682731753,0.7884308440570749,-0.12438032201691451,0.6469325970075167,2.8765025135988207,0.7888758583803709,-0.9534837477687684,1.7721232855232594,0.05347762631054693,-2.070412073324911,-0.16966641573913926,1.9377521114198981,-0.36527967043880283,1.6843889859247152,4.5138283785049715,0.2553654760747732,1.5508160172845284,-5.035057341923705,3.4116194338517745,1.0732661563949433,2.80472306034936,1.367877474069392,2.2450826306354896,-4.318583509718601,0.479849436820447,-0.7146735010327,1.7136590342933167,-10.889240358659158,4.673459519814944,-0.8414183923727676,-3.553653597844981,0.7854695707257673,0.1560005293100887,0.4984391506581253,1.1486266066404178,1.89733200932606,-0.7515300952822848,0.7900036688989258,0.713606938078756,-1.1375555393729002,-2.067825550598094,1.8983958563319274,0.37079667062954674,-1.7386902259815513,2.616059602431648,1.1178106746398417,2.0619140857654417,-0.6655930027761652,0.5399323885762025,-0.7666270208625044,-0.7801548081214679,0.48350895587017084,1.8152402493486286,0.12553867012467107,3.2609578554827725,4.49926158391225,3.8919868252406857,0.49219783800442796,3.4851713691840933,-0.058453707161434304,0.4876392469759315,1.684297271380742,-0.8516207940787471,0.20773525080415556,-2.8563917473372005,-0.8284572240625525,2.257492663221882,-0.8310245396542323,0.21651392064416433,-1.1325721410954828,-1.3798834908438755,0.7013028658319578,1.683909644604672,-1.3178368990477616,-7.056579684251563,-2.7545287880888507,1.5348202696601874,-0.10722864911824134,0.5732129159843694,-1.0745242412030818,-1.4110911143772267,-0.10049299864414064,-0.16691489763994088,-0.39109327069433036,-0.026783477922568327,0.8152864764216611,1.0842010737209515,0.92097556488142,0.10786571686891462,2.970765512825675,-0.39495882698916523,1.8436919514504895,0.7346920944758919,-1.5465301313667308,-1.4520730224259684,-1.1186180251281719,1.1290398398690413,1.96429347806237,-0.46810336984635703,1.8802377790070652,2.2807481129080025,3.1196915755443526,-0.04174621749237163,3.517232177740563,-0.7157130397252507,-0.5556009686957514,-0.4218188169250408,-0.2716479291856489,-1.6496805055185275,0.6901472875849186,0.8807488352142755,0.46777814502016685,3.137793190934254,-0.2548310779830001,0.087458739242662,-0.5354061757403199,2.794737642502481,0.989560815120808,0.47895958471405914,0.3272155911471234,-6.147933712364392,-1.10979667824386,-0.359306770782445,-2.514625308052052,0.30279549977069353,1.154490022578154,-1.9357183928492299,0.20511296443929125,-1.4708298202289805,0.0041772972855888164,-14.049144243862374,1.9266406590876008,-0.5087287213770735
GO:0009649,1.1834266429493634,5.373863115915729,5.5504173139288895,2.693965609384421,0.8259370298169934,0.22849376710561967,1.052867277324278,-0.862622675837237,5.375808740939128,-1.7085739748089184,2.26631753116413,4.290598179204606,5.559551893432079,-1.2796585139596024,-0.5628944944228269,-1.7111664719681918,1.8899637033364705,0.5779825727677629,-4.373598378144273,4.9395926017603475,0.03714419395240293,0.8948076559578305,1.4209458244011024,-1.741156992115073,3.1608900140419016,-6.081341125296422,2.123547624820881,5.791807190266265,5.731251584887048,0.7076274887082342,7.200535453281454,-4.407537621005052,-1.2460395231324353,-1.4562281622703728,6.613912611015046,-7.6907742083669834,4.5325515363651645,-0.9916415974052835,-3.6203506706803528,1.263778848353602,3.6344464460655312,4.415423113174671,3.582850915333203,0.8733755603208688,-10.404026611234059,3.5767488327737635,4.095618932094974,-0.1328902123776845,2.710897642974163,1.7732278303956555,1.5392901218897623,-2.7798158151967693,1.924172877155875,3.3160729051929145,1.3760982060611584,-2.173002610831422,2.653788305829693,4.130248661389456,3.4435829031690415,5.596850760943688,4.068844972903657,0.2289753117186237,1.92799632831546,5.19366852062586,7.964248530899967,4.931661748785509,5.243482746784675,-0.47143948230393284,3.036592486263278,3.7199534865361925,0.803180822541894,2.6574215352864297,-6.380990245282584,1.5355441268258936,2.1132754535502207,1.8539957967424203,-2.5869350744337374,-1.8639749808301358,1.2449844729349209,2.709195611701353,1.4759375948869404,-5.636884087822291,-6.793979973574226,-5.682043158493189,3.4739795494805668,2.029136325866567,5.286466229443888,-1.8548806754918037,0.09857751752400547,6.8863431020167125,2.3282966919817665,4.002706638044816,2.9991251429948846,1.407380174066956,1.6080516012705826,3.515760695208819,-3.121695553193256,2.279360417325612,1.9329070502924632,-1.1940449116893836,1.9084304187217034,-1.8596884643795735,-2.2172153712613154,-1.9594275386851616,-0.2454844662098033,-0.22772103608895883,-2.347376608787521,5.026513624923201,2.6022531650464247,5.186135474947211,0.21119659360297663,3.25833012747152,-0.8712458255664977,-2.426663303148421,-0.15434271077292397,1.585713169269443,-2.9836278673056063,3.8362448727162612,5.024133679317199,2.9024598094364693,6.68100558164975,2.8175937428360838,-0.00338003483886144,4.2231478195924685,-1.8142951116274522,-1.2914192279195718,0.7520048989195887,1.4679200588673347,-8.323836027772302,3.7067496357669434,-3.5114631056689025,3.763590562367351,1.941615711652683,-0.11283135439315176,2.2920804019799563,-0.31109307671620723,-1.2835686757163733,2.8170065304313736,-12.978548736972064,4.515061361729845,7.018974952255853
GO:0009744,3.0731306756086263,-0.4492904072538447,-0.9816178845233678,0.36855292174269894,0.7496733565568637,2.9831491629049856,-0.7241485076687173,4.63347131376612,-1.7940550799529795,3.7074278717130733,-1.114303894847597,1.191772937442792,0.013154993446377595,3.2568740675409105,1.8195934135402356,-4.309670555268191,1.1789377590039996,2.4896132154756723,-0.5331973062073583,3.101935343395256,0.72946188728597,0.37155205613011233,-3.9980655964185647,-12.315035049381567,2.3320377113582005,-5.628975661970682,-1.4262516238239025,-2.9710785104432973,-0.8031208087540878,-0.35936049944037435,1.3326755084111725,1.864810122895581,-0.5790949943595156,4.632054578078914,1.0122673124071917,-12.411508476193951,-3.6020884471624326,3.0341007408760525,0.3089486947111297,-1.195822465945894,-0.29398121147591333,2.4908996318575953,2.5982125333627106,1.5121684862593905,0.8012662562841693,0.03409911088779273,1.2866477119318371,1.8190289205887689,4.473907510620487,-0.4195220679977796,-0.7681395914913751,2.6707649702404836,-2.113422207937285,1.5555144813541775,-6.0994087604820235,-4.609548364820305,1.9291724772591998,1.9015333017616365,2.7681609056599874,3.4836816112784517,-1.0036318432847713,-4.8191430387977245,1.752871332586341,1.4432786432712719,-0.9899076649235011,2.923670220326665,0.6825070565870925,2.12739222825136,2.4449252187414716,-2.215254208882847,2.7134536128938933,2.685384035952975,1.1626721704841079,2.09107932320033,1.3225566254448908,4.094205128742556,3.7383929889322234,1.0712165255906103,3.206387422496512,-3.4233196178996796,1.9150416290512056,4.136960519876124,-9.191425709200411,2.4610533732951,-5.217970600419602,1.5393507646413729,3.062573332379611,2.9974104493855607,2.18170317344873,1.2903227749060862,1.2182829399456478,2.461319663832444,-1.0310215752228387,-0.8061345238316905,0.06958925877789855,1.8785878860300498,0.29233563823112996,-0.994100249929593,4.540817110017835,-6.779536558516283,-5.970230700738291,-7.022777167591872,2.7113887579296834,1.8865001292856756,2.057866970969381,-6.962471181348929,-5.9971382352265445,1.5012334131249494,0.9283177453055783,-1.2722636164941215,1.3149474611204803,-4.798222358328347,1.547574797722295,-4.345333757590142,-4.963464786362509,1.8186131047952967,2.2543454778007677,1.4937877271923543,2.518996820885932,0.6621254241352731,-0.2669953107330015,1.625295999574153,1.6313807331397612,1.7906001954737918,-5.968826461618706,1.620148207514421,0.051515774261972576,-0.7286201990256972,-8.455874408799431,-0.08737025998170153,7.220898969105907,2.2449014441609725,-0.9764534069524505,-1.1201393210462598,2.840181379484337,-4.429035947364889,2.4159440018756952,1.2883097336054974,-11.592652255488396,-8.56977083866704,1.0550184767592834
GO:0006342,-2.25578432552614,5.874508284707768,9.876151373376448,0.6852054319714099,-0.9051186410587307,-11.58778947591753,-5.363499163750471,-15.678596693364247,3.8324494722444524,-9.310482321994847,1.2728224263857952,-10.056905328759235,3.7714132993679987,-6.151244481378116,-12.876887398346701,4.968698307487315,-4.806677458098381,-4.860100051865219,-0.05868724483185121,-8.309113674740443,-8.793961307057156,1.134427404544006,14.30497645802994,20.754869129793832,-4.485750607524617,11.70299977775727,8.996121086822361,8.653861632679597,1.6086630767587016,-1.1627367911143793,-5.407941996063685,-8.453356539588444,0.29211424463381536,-11.363845217952885,-4.268200945845674,9.088243712888026,9.446494902610526,-13.369819999013952,-5.112222932356642,2.3608834017465856,-4.621287739456785,-5.7485443590832945,-7.930220197607121,-3.0971863539166384,-6.880579704858956,5.1810008320922725,-9.784355221920585,-3.067031670021094,-14.304815553620244,0.9869089547789237,0.6999801351038651,-10.942984153209832,7.420171736517194,-6.435388152329627,15.071646020431173,11.34455304902359,-6.383000307299388,-10.46622754027891,-6.554637701993448,-5.0474915110194365,6.9642307284940665,13.46965587473592,0.9366637318355812,2.6351049191413844,4.228743393952984,-5.181382897758202,5.8041675039510805,-1.6372100317997393,-1.76126912275416,5.605584185637129,-11.86493700834093,-5.278351939026919,-10.120921294682324,-8.274882404439518,0.12176210728728772,-16.795950467562434,-15.62550339661435,-8.228614531342554,-12.279655552298962,10.862071598341183,-0.004060738928279608,-7.676124172683384,4.416732583907239,-8.149966417831514,12.910816930732077,-7.551472950668202,-7.2751012127045165,-14.217853504329089,-7.088693726234782,-6.620846794336284,-3.1817800537451086,-8.90061840563768,1.641568877168574,3.5656215595087994,1.5026865542273384,-5.356112188891438,-6.79081989453197,3.099242641380455,-16.24705065625919,17.39553166749339,18.763326124990314,9.635346235655126,-8.489020660982476,-6.404113731505934,-10.45983840034762,13.9167049521681,15.385196311848896,0.16533479530316697,-1.3274864697041115,6.843652706588649,-6.010097493649537,16.022170675100067,-6.0293448413287125,2.5252843489418155,9.142286408930495,0.7634100939885119,-6.320047249154275,-5.855722078456374,-6.751331973206989,-2.4550074495774923,3.364536267635588,-2.716969420215994,-4.044773643257611,-9.192147525396406,16.454805659199764,-2.3727350438774204,-6.0202171812564735,0.44892802220823813,2.5334385985474928,-1.0702323589140563,-13.324621308263696,-13.22172103538498,1.1968024006937117,6.299823481553797,-5.870231895751047,8.71612788898648,-4.349168764644329,0.4868514113276605,3.706172734730601,7.921284573397297,-9.5110181614208
GO:0006402,-5.176693730474085,0.11991397841956485,1.145130294441407,2.119248911631882,-1.108223228908961,-8.086562562289814,1.0217624084926542,-7.0864235273299085,4.181619522135068,-2.7244498760663136,-0.3651201536243697,0.0831493592187779,-0.003605343147859155,-7.893938426938812,-7.506953803340992,6.75511125736686,-2.88515099963261,-3.652352350274333,-2.630711438148777,-0.8534693293869294,-5.1734179671479,-0.7635808575042499,-0.12124885371220823,6.547349408695934,-5.327664759099662,10.62462017436574,2.837113791353018,3.113523756933463,-0.9565332408770083,-1.6547262673440613,-1.8340541684364589,-6.838181093210285,1.619024317375542,1.4860610873607616,-4.406026664297132,-0.5093530839108786,3.367586809477641,-9.7258623547652,-3.2639160115173134,1.5561282068293332,-0.15513669804301572,-7.188267263906577,-1.1734257769081864,-0.30500821555516233,0.8827572344493072,1.4679493869497038,-3.93614842126741,-2.462885568693876,-4.365804123571307,0.22096852413837667,3.669197871091018,-4.827092919198403,0.992889966859882,-3.183279146757359,0.4299085308597713,8.986800528035078,-7.1803470856607765,-5.4148098075173925,0.6049195963281786,-4.077471393692366,-1.0339747801723196,6.620666835041091,2.7358486469177032,2.8693634712241347,2.643773490947077,-1.2598036525238727,2.1477455631433924,1.3459836456914085,-7.410832222493245,2.3004928351973337,-6.218403599566701,-2.930691114531973,-4.297934176198621,-2.570613963775825,3.3145370101976557,-10.774107846885785,-3.042494166925367,-3.900006554333595,-6.990045251218504,1.3272208458651682,0.03614104526104105,-3.872232490605479,1.3971905136349227,-6.764042451355551,3.26657650689194,-6.982725072860693,-0.08101898258110421,-10.41719249264704,-0.7834692544623423,-1.7669647952266294,-2.912526358343209,-5.323157923062146,-3.3068889786019544,0.29053356799068175,0.3218524267382072,-4.475099298373479,-0.7260250576095133,1.4731383294951883,-6.665228092894472,5.084756412723371,-0.024412285988281882,5.2568823538361915,-2.8891067129855927,-3.3393646543876923,-1.9267024497766365,0.5370176272325141,-0.6804749659644825,-1.9789352258114927,-2.262666011629274,-2.001983754153369,-3.9035915239744474,1.6872535299695037,-1.7109641306506724,8.960202908288856,1.28348229819671,-4.226659300378724,-4.1678141760050105,-1.0664210067226667,-1.749277829413693,0.0720970085826167,5.129123786728221,-4.118496131430446,-7.871964992449164,-5.719367833172135,-0.32372422130543127,1.6440889047911278,-7.58669991975466,-0.20996958958847262,-1.6994795361469437,-4.332573202305752,-7.833278233763466,-8.031087152797225,5.977446149434512,3.432589066595681,-7.373096843475527,10.164201158799399,-4.233215975804425,1.7215329470139904,-4.879439286333874,11.680206583159396,-2.429285496025924
GO:0033227,-1.6220783276579775,-1.3922833547298579,-2.5576432423065154,-0.21014347127178676,-1.0583146823493292,1.6804851540530845,4.245675914894638,6.315693390751826,5.271226364948691,6.474619704338589,1.4314394057848836,2.9413173110414537,-3.209904410038561,4.346767100030122,7.431895140661888,-2.9805558011329882,3.6459730928812655,1.9573683178736334,-3.484810518769589,3.3475402181716785,0.44395746655477397,-0.943536443283898,-3.8017036735358416,-8.29068593568615,1.0522397254044331,-1.0808533331762702,0.1820755495360468,-1.0096998262053634,-2.325313738665868,-0.191455063848672,2.307012951786939,1.1393425234565382,-0.8612723182232427,5.476189976215443,1.2331950697214438,-5.501778983083442,-5.738789369305861,1.531361387948368,1.2917310442547127,-1.7360408671125664,-0.1393484565673167,2.3855615144279496,2.6962669343764496,1.1630054603468463,-1.1481643862429456,1.65992745238332,1.6072000072605404,-0.2004550559774581,2.582924514412016,-0.16390223234123288,1.53406846739177,2.822076162026745,-3.7892623514691834,0.5531503306036275,-5.571507727730955,-3.046992116102423,0.33810628764176986,3.913044089778659,1.1797329334374709,2.6328661308887487,-1.588142587823973,-2.2555678791942193,1.3727031055117171,3.0699193400344202,1.2266939417438505,5.665012547693661,1.0002168676147805,1.4776002833058632,1.5704944651149886,2.461138211099791,8.250978933798331,2.130523861804812,0.17926948998710338,4.954661491178957,2.6392716101330933,4.1705181378269485,6.035276360734321,1.7703192755522092,0.8829521828263501,-3.697686045867778,0.18318859130664683,-1.1740239588832337,-2.9067427294870947,2.1114989149374805,-7.029159903931137,0.13903000209662972,3.2398600529922645,2.0714863372107453,0.7484226662497123,4.813265906291442,0.5119072888652297,1.2326693157865054,-0.18179766600659378,-2.9612998633092316,-1.4742376011687262,2.3352906207587685,1.3911061518033065,-1.3690077599348949,4.87582157379884,-6.716471279867966,-3.5340079802032487,-3.50847245395904,7.047855616151435,-1.754383672369759,4.145836264081723,-4.138401963884794,-5.596064819681392,1.362631029827099,-0.17786155148493316,-0.6073717903836429,1.0460688574430121,-3.1018656318829763,1.1118180361353616,-2.363989537219692,-3.4217926274164854,-2.250687206270486,-0.7492753292780514,2.2924825814405496,3.041667989390941,-0.7616065878936524,0.7944751734810936,0.43058331238282443,-2.3022039467017623,1.0879854118376944,-4.498180388020942,0.4693539655881844,2.6134649427191574,-0.6740324563614686,-4.868495828133956,0.7280281025816281,6.175285426102227,-1.2834441169826696,1.064961718957147,-1.6677908152109358,3.316793998590961,-2.4443781393626662,0.6704940884213259,2.630531825652733,-7.019272813531433,-3.1130429446042567,5.739241398657476
GO:0030707,-1.5725036347558214,8.626499594811616,10.114706567965737,1.12672369098874,-0.280789701162365,-2.785675411997186,4.258735153228993,-0.9913962900218541,5.47653868030606,0.5823485442583702,0.5124647795341374,5.6439915349299525,6.036364485919168,0.983149647797719,0.4103271714286457,-1.4001872498747996,3.3028899225337716,0.08375122887826872,-6.663171916072968,5.751476884552278,-0.8731710668055401,2.7433599511704343,1.6215661822340683,-1.3741747570084735,3.375752157970487,-4.364917896425912,3.757160623519005,3.4875657679092353,5.5394889104440805,0.9978649805883903,16.025134838286977,-7.2410978367636085,-1.4772451645626758,2.7218904370305133,7.401375188502288,-11.721015111745098,6.592097783080743,-0.4116232788839415,-3.798138563193003,0.6253890341792948,2.4141683929528925,6.816310186919814,3.913093795179423,3.222185412261337,-9.427614364212522,3.5982831788117924,5.5221330467327405,-1.3041437038400177,3.443619822339036,-0.05854981483381337,1.6061141091724735,-4.347768048858243,2.2285501346660785,4.054753039639196,1.5661062649132813,-1.9324026550720097,3.1643254011618405,5.492984987529357,2.3846178583635913,4.947705679813505,3.807191864738244,0.36209326892056237,5.19831803970091,6.844045029817143,14.106818819939745,5.795536232964759,6.150384611202219,0.4188986908406094,2.0066959657611565,4.755309194701955,1.4872155598811299,2.3451937773745946,-8.138705048827992,1.6479428310175954,2.7197436532233326,1.0610184057313208,-2.1807868287604792,-2.8801133025989025,-0.515382306836361,2.0866441177062476,1.2649762968853753,-6.258134361361328,-7.027373221110533,-5.886699710508203,1.5512220761621616,2.1164930213679614,6.2670424482475084,-1.6531708076468674,0.060697726227256034,5.800943954840843,1.1767793129962665,3.573988696572232,4.934396283287216,0.7081558411618438,1.8434205539044484,3.3019323759848267,-1.9453561444026757,2.8579573269242124,2.6539415001009945,-2.198951661315609,1.6065774102316213,-2.8063361122579367,1.4459960303642934,-3.332964407735532,0.027876358911276756,-0.8822368069086566,-1.861086736632811,4.37699018524841,2.883353608718806,2.487833206508046,0.7882952432636694,3.021088616473441,-1.8304201823029285,-1.7272839373531441,0.266520991320873,2.381288749092641,-3.279252070594693,4.3974442955185165,5.334153186430923,3.170171760567537,7.507032632341449,1.6223943256392426,-0.15173582327554383,3.3668536276905305,-0.6360040191559846,-1.4322227840601123,1.555176360894341,1.747093057405412,-7.355685303974591,0.5565840195179107,-0.39535740083192994,0.29050506835987133,0.4737383938746716,-1.0318477980488265,2.001154244290586,0.12527264906267005,-2.466860351645435,3.7938913904304186,-11.181673015953095,3.3263264996394217,5.724667393265347
GO:0042593,3.55181967247109,-0.5762098253847642,-1.7810265071533093,0.6589519581491563,0.21480381780756616,1.0042570781517333,-3.230493626888656,0.7589716066992457,-2.2536862287843773,0.47225062526112993,-4.446433424893046,3.315684742089027,2.1681742971554665,2.5273793033458065,0.8129884572301861,-3.6959068043103143,-0.7658710996613367,0.2135282171202363,-1.373120165265693,5.289582121035027,0.45795625216460345,2.4136329374678485,-3.707793378247752,-3.7000977088218296,2.4435200208646743,-6.52534569904305,-0.8644521892031707,-2.19253259976243,2.072420606633858,0.6229030218663221,3.936218969387532,-3.3409779365750256,-1.5481214963930854,4.164476175579875,4.3184736485362105,-8.382378068062058,2.147466804922585,4.039656679416507,-0.016767491206755122,0.21746321117303985,-0.8568137642889241,4.664665399320406,3.5941540493783677,2.975570910160707,-1.205263727731056,0.5988366383164861,0.25684980656526246,2.3509068719539714,6.356187599259736,-0.8063026343506565,0.011741141456896441,-1.5458179840852044,0.8218008425493579,3.5691950546009603,-4.937527574906224,-4.388667874826927,3.5312320082990243,3.9172805576239504,2.641421438431509,3.7442174059154336,0.9128510858049796,-3.5458085128485517,4.250115082454299,2.8910267414289277,0.08583348304779306,1.6820286592338767,3.5061243682702283,4.28516546920308,2.745916411236295,-2.2414371932466888,-1.4262754510707711,2.544086552777835,-1.1419038287433412,-0.6116215025179702,1.2450461507216317,3.5917793844530657,1.4402086901765512,-0.026327157735119056,2.133201789959256,-0.9367464073067687,2.6369980123472945,3.6654358722328872,-5.461435898622116,0.7817145759735131,-1.266005727260228,2.7435225922174897,2.952864398424005,1.9585608073047414,2.076601107631796,1.7983457920462582,-0.07249708599216848,2.6289982230151696,2.189315436450731,0.07550980918801356,1.5807660047876857,2.3968154183866206,-0.31400452363875714,-0.08816272049695732,4.248468845724166,-4.441707980061818,-5.542233593130787,-6.424519942433645,1.2701180110288974,2.1752430219369563,3.031536553765484,-5.1360290221190485,-5.579050518341923,3.6667177877338855,2.0051338063936237,1.7473763712138397,1.4297747076136278,-3.4479118604502283,-0.3916897382532631,-3.528012071505807,-2.0807669542296185,2.6405813198793315,2.5888049188516553,3.2460626587327925,3.3630065650131944,2.0030092825741628,-0.30473115428853303,3.0891902415258508,3.6282670063043474,2.4972794510153915,-5.500880930130632,1.2224493744833078,-0.25075870229941305,-0.0337974704002634,-5.058918568931256,-3.676642368533001,1.641516922700248,2.36621419833323,-0.538951742795559,-1.2249088815753668,0.6253689459907531,-2.4369004945174373,1.5620886701363608,2.0844101200392995,-6.023924357042253,-4.9879359380493415,1.808177283217028
GO:0006979,1.334856111281667,1.5770279748299776,-0.2237099886983284,1.4823638107174364,0.4621245015027276,0.9568205646224588,-3.73488249081257,1.286354865140736,-0.14848730652529912,1.2065659620431628,-1.7006174437388086,1.2962049324770974,1.2517757599297146,1.0879468439012154,-1.7898854687104666,-1.536499568147342,0.2805042305580194,0.8395034083333026,0.27550842084134197,4.154358143539486,-2.3613649024608527,1.6017970201863294,-0.18768779378583303,-4.371184228223382,3.2989837346662476,-1.6527488318053394,3.215941932344138,-0.7218167270163257,-0.4888248708172839,0.2913851038982167,3.6445985660491567,0.9439274076867991,0.0060266661227220955,4.013554702747207,1.2747566609362677,-6.483645618176296,-0.9798637880085366,-0.1925158690282525,0.09071877414474026,0.6389871253270288,-2.2450821234667306,1.2627262049496033,1.5553186761950057,1.6475966118713274,-1.7052767852346613,1.7058665069728114,0.7629945204256743,0.5781750429972327,2.6937042203565142,0.33090272453231157,0.23999418674052278,-0.3288591041599104,0.16107367184515764,0.6961266476613253,-2.266340739999675,-1.3922870861660845,0.6469651932812012,2.200195987964893,1.8616277866874078,2.2750755538199843,1.3418861878398747,0.3146479975384941,4.064179966146326,3.0731781296415015,2.623971482667673,1.875215595012077,2.913436117223212,2.6462160093197507,0.2806852705382683,-0.4281622459811339,-1.1131839892429185,1.929577103569105,-0.5496338522406168,-0.2108818468486491,2.8318253218832314,1.0501861585915162,-0.20221439349779946,-0.7924797635458883,-0.5995696849770489,-0.36670774899254743,1.7522657898068854,1.3172634515607395,-4.051871801037095,0.39883564068482014,-2.0207081564453064,-0.11334835098493139,2.1532835357115863,-0.452678583604551,1.265069642564222,0.3772002807328225,-0.15399868781604745,0.6296741546542126,-0.3229963816031859,-0.19796066532108042,0.47878812408223337,0.464592432442097,1.4956658717847886,-1.422536172578231,3.3555256098653325,-1.9585166409654589,-1.9015304751079554,-2.7406914231001775,0.3252251294270644,0.9381447975213203,3.3433885966373618,-1.9137978420657797,-2.504954408481036,2.264744202946496,0.41391480259016156,2.4528183651302293,-0.49721787220564345,-0.7998109717147519,1.681351670201124,-1.0352783057757766,-1.1635178373973718,0.9753121047571458,0.5383198931398798,1.5463700405145293,2.314012574308073,0.535160800699837,0.5686935082127775,0.2877386640120236,1.2529466676678773,-0.8782176892275013,-1.2371193224859103,1.9026699331054726,-0.35981414648842724,-2.4864849926904125,-3.122076187337627,-1.0795605037967595,2.228182832879787,-0.7693696807926218,2.357234326606101,-0.19805340763517867,1.0821023361420348,-0.8328888776309066,1.3127479139432554,0.9322347826340522,-4.758831686807637,-4.249944867584015,0.47384989146830564
